PreMECA 1.0
Ejemplo_de_Puente_1
Metros	Kg
25	47	2	1	2	3	1	1	0	2	0	0	1
1	1	2
1	2	3
1	3	4
1	4	5
1	5	6
1	6	7
1	7	20
1	8	9
1	9	10
1	10	11
1	11	12
1	12	13
1	13	14
1	1	15
1	15	16
1	16	17
1	17	18
1	18	19
1	19	20
1	20	21
1	21	22
1	22	23
1	23	24
1	24	25
1	25	14
1	4	17
1	17	23
1	23	11
1	6	19
1	21	9
1	20	8
1	3	16
1	24	12
1	5	19
1	21	10
1	2	15
1	2	16
1	3	17
1	4	18
1	5	18
1	7	19
1	8	21
1	22	10
1	22	11
1	23	12
1	24	13
1	25	13
-35	0	
-34.5	6.15	
-31.85	14.16	
-27	22	
-20.7	28.2	
-13.5	32.5	
-4.9	34.7	
4.9	34.7	
13.5	32.5	
20.7	28.2	
27	22	
31.85	14.16	
34.5	6.15	
35	0	
-32	2.85	
-25.6	9.2	
-19.3	15.45	
-12.85	21.85	
-6.5	28.2	
0	34.7	
6.5	28.2	
12.85	21.85	
19.3	15.45	
25.6	9.2	
32	2.85	
1	1	1	0	0	0	0	
14	1	1	0	0	0	0	
100000	0.55	0.055458	0	
Fuerza_en_nodo
1	0	0	0	0	0
20	0	-500	0	
