PreMECA 1.0
Ejemplo_de_Datos_para_Optimizacion_2
Cm	Ton
27	49	4	1	1	2	25	1	0	2	0	0	1
1	1	3
2	3	5
3	5	7
4	7	9
5	2	4
6	4	6
7	6	8
8	8	10
9	10	11
10	2	3
11	3	4
12	4	5
13	5	6
14	6	7
15	7	8
16	8	9
17	9	10
18	9	11
19	10	12
20	12	14
21	11	13
22	13	15
23	11	12
24	12	13
25	13	14
20	14	16
19	16	18
17	18	19
21	15	17
25	14	15
24	15	16
23	16	17
9	17	18
17	17	19
8	18	20
7	20	22
6	22	24
5	24	26
4	19	21
3	21	23
2	23	25
1	25	27
16	19	20
15	20	21
14	21	22
13	22	23
12	23	24
11	24	25
10	25	26
0	0	
127	0	
0	127	
127	254	
0	381	
127	508	
0	635	
127	762	
0	889	
127	889	
127	1016	
254	889	
381	1016	
508	889	
635	1016	
762	889	
889	1016	
889	889	
1016	889	
889	762	
1016	635	
889	508	
1016	381	
889	254	
1016	127	
889	0	
1016	0	
1	1	1	0	0	
2	1	1	0	0	
26	1	1	0	0	
27	1	1	0	0	
2100000	75	0	0.007425	
2100000	75	0	0.007425	
2100000	75	0	0.007425	
2100000	75	0	0.007425	
2100000	75	0	0.007425	
2100000	75	0	0.007425	
2100000	75	0	0.007425	
2100000	75	0	0.007425	
2100000	75	0	0.007425	
2100000	40	0	0.007425	
2100000	40	0	0.007425	
2100000	40	0	0.007425	
2100000	40	0	0.007425	
2100000	40	0	0.007425	
2100000	40	0	0.007425	
2100000	40	0	0.007425	
2100000	75	0	0.007425	
2100000	75	0	0.007425	
2100000	75	0	0.007425	
2100000	75	0	0.007425	
2100000	75	0	0.007425	
2100000	75	0	0.007425	
2100000	40	0	0.007425	
2100000	40	0	0.007425	
2100000	40	0	0.007425	
Cargas_horizontales_en_nodos
11	0	0	0	0	0
3	4994	0	
5	4994	0	
7	4994	0	
9	4994	0	
12	4994	0	
14	4994	0	
16	4994	0	
19	4994	0	
21	4994	0	
23	4994	0	
25	4994	0	
