PreMECA 1.0
Torre_electrica_para_Optimizacion
Cm	Kg
46	113	2	1	1	2	59	1	0	2	0	0	1
1	1	3
2	1	2
3	2	3
4	2	4
5	3	4
6	3	5
7	4	5
8	4	6
9	5	6
2	11	10
1	11	9
3	9	10
4	10	8
5	8	9
7	8	7
6	9	7
9	6	7
10	5	13
11	12	6
11	6	15
10	7	14
12	6	13
12	6	14
13	12	13
13	14	15
13	13	14
14	12	17
15	13	16
15	14	19
14	15	18
16	13	18
16	14	17
17	16	17
18	17	18
17	18	19
19	5	12
19	7	15
20	12	16
20	15	19
21	16	20
21	19	23
22	16	21
23	17	20
24	17	21
25	17	22
25	18	21
24	18	22
23	18	23
22	19	22
8	8	6
26	20	21
27	21	22
26	22	23
28	20	24
29	21	25
29	22	24
30	22	25
28	23	25
31	24	25
32	24	29
33	24	30
34	24	31
34	25	30
33	25	31
32	25	32
35	26	27
36	27	28
37	28	29
38	29	30
39	30	31
38	31	32
37	32	33
36	33	34
35	34	35
40	26	36
41	27	36
42	27	37
43	28	36
44	28	37
45	28	38
46	29	37
47	29	38
48	29	39
49	30	38
50	30	39
51	30	40
51	31	39
50	31	40
49	31	41
48	32	40
47	32	41
46	32	42
45	33	41
44	33	42
43	33	43
42	34	42
41	34	43
40	35	43
52	36	37
53	37	38
54	38	39
55	39	40
54	40	41
53	41	42
52	42	43
56	39	44
57	39	45
57	40	44
56	40	45
58	44	45
59	44	46
59	45	46
30	21	24
0	0	
75	300	
75	600	
200	600	
100	900	
300	900	
500	900	
400	600	
525	600	
525	300	
600	0	
125	1200	
275	1200	
325	1200	
475	1200	
150	1500	
250	1500	
350	1500	
450	1500	
150	1800	
225	1800	
375	1800	
450	1800	
200	2100	
400	2100	
-350	2400	
-200	2400	
-50	2400	
100	2400	
250	2400	
350	2400	
500	2400	
650	2400	
800	2400	
950	2400	
-200	2700	
-50	2700	
100	2700	
250	2700	
350	2700	
500	2700	
650	2700	
800	2700	
275	3000	
325	3000	
300	3300	
1	1	1	0	0	
11	0	1	0	0	
2100000	1	0	0.007425	
2100000	1	0	0.007425	
2100000	1	0	0.007425	
2100000	1	0	0.007425	
2100000	1	0	0.007425	
2100000	1	0	0.007425	
2100000	1	0	0.007425	
2100000	1	0	0.007425	
2100000	1	0	0.007425	
2100000	1	0	0.007425	
2100000	1	0	0.007425	
2100000	1	0	0.007425	
2100000	1	0	0.007425	
2100000	1	0	0.007425	
2100000	1	0	0.007425	
2100000	1	0	0.007425	
2100000	1	0	0.007425	
2100000	1	0	0.007425	
2100000	1	0	0.007425	
2100000	1	0	0.007425	
2100000	1	0	0.007425	
2100000	1	0	0.007425	
2100000	1	0	0.007425	
2100000	1	0	0.007425	
2100000	1	0	0.007425	
2100000	1	0	0.007425	
2100000	1	0	0.007425	
2100000	1	0	0.007425	
2100000	1	0	0.007425	
2100000	1	0	0.007425	
2100000	1	0	0.007425	
2100000	1	0	0.007425	
2100000	1	0	0.007425	
2100000	1	0	0.007425	
2100000	1	0	0.007425	
2100000	1	0	0.007425	
2100000	1	0	0.007425	
2100000	1	0	0.007425	
2100000	1	0	0.007425	
2100000	1	0	0.007425	
2100000	1	0	0.007425	
2100000	1	0	0.007425	
2100000	1	0	0.007425	
2100000	1	0	0.007425	
2100000	1	0	0.007425	
2100000	1	0	0.007425	
2100000	1	0	0.007425	
2100000	1	0	0.007425	
2100000	1	0	0.007425	
2100000	1	0	0.007425	
2100000	1	0	0.007425	
2100000	1	0	0.007425	
2100000	1	0	0.007425	
2100000	1	0	0.007425	
2100000	1	0	0.007425	
2100000	1	0	0.007425	
2100000	1	0	0.007425	
2100000	1	0	0.007425	
2100000	1	0	0.007425	
Cargas_verticales_en_nodos
9	0	0	0	0	0
26	0	-1600	
27	0	-800	
28	0	-800	
29	0	-800	
32	0	-800	
33	0	-800	
34	0	-800	
35	0	-1600	
46	10000	0	
